"TL","Territory Level and Typology","REG_ID","Region","VAR","Indicator","SEX","Gender","POS","Position","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"1","Country","GBR","United Kingdom","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2005","2005","IDX","Index","0","Units","2001_100","2001=100",102,,
"1","Country","GBR","United Kingdom","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2006","2006","IDX","Index","0","Units","2001_100","2001=100",102.7,,
"1","Country","GBR","United Kingdom","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2007","2007","IDX","Index","0","Units","2001_100","2001=100",103.5,,
"1","Country","GBR","United Kingdom","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2008","2008","IDX","Index","0","Units","2001_100","2001=100",104.4,,
"1","Country","GBR","United Kingdom","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2009","2009","IDX","Index","0","Units","2001_100","2001=100",105.2,,
"1","Country","GBR","United Kingdom","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2010","2010","IDX","Index","0","Units","2001_100","2001=100",105.9,,
"1","Country","GBR","United Kingdom","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2011","2011","IDX","Index","0","Units","2001_100","2001=100",106.8,,
"1","Country","GBR","United Kingdom","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2012","2012","IDX","Index","0","Units","2001_100","2001=100",107.6,,
"1","Country","GBR","United Kingdom","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2013","2013","IDX","Index","0","Units","2001_100","2001=100",108.3,,
"1","Country","GBR","United Kingdom","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2014","2014","IDX","Index","0","Units","2001_100","2001=100",109.1,,
"1","Country","LVA","Latvia","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2001","2001","IDX","Index","0","Units","2001_100","2001=100",100,,
"1","Country","LVA","Latvia","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2002","2002","IDX","Index","0","Units","2001_100","2001=100",98.6,,
"1","Country","LVA","Latvia","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2003","2003","IDX","Index","0","Units","2001_100","2001=100",97.7,,
"1","Country","LVA","Latvia","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2004","2004","IDX","Index","0","Units","2001_100","2001=100",96.7,,
"1","Country","LVA","Latvia","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2005","2005","IDX","Index","0","Units","2001_100","2001=100",95.6,,
"1","Country","LVA","Latvia","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2006","2006","IDX","Index","0","Units","2001_100","2001=100",94.7,,
"1","Country","LVA","Latvia","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2007","2007","IDX","Index","0","Units","2001_100","2001=100",93.9,,
"1","Country","LVA","Latvia","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2008","2008","IDX","Index","0","Units","2001_100","2001=100",93.1,,
"1","Country","LVA","Latvia","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2009","2009","IDX","Index","0","Units","2001_100","2001=100",91.9,,
"1","Country","LVA","Latvia","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2010","2010","IDX","Index","0","Units","2001_100","2001=100",90.1,,
"1","Country","LVA","Latvia","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2011","2011","IDX","Index","0","Units","2001_100","2001=100",88.2,,
"1","Country","LVA","Latvia","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2012","2012","IDX","Index","0","Units","2001_100","2001=100",86.9,,
"1","Country","LVA","Latvia","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2013","2013","IDX","Index","0","Units","2001_100","2001=100",86,,
"1","Country","LVA","Latvia","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2014","2014","IDX","Index","0","Units","2001_100","2001=100",85,,
"1","Country","LTU","Lithuania","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2001","2001","IDX","Index","0","Units","2001_100","2001=100",100,,
"1","Country","LTU","Lithuania","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2002","2002","IDX","Index","0","Units","2001_100","2001=100",99.1,,
"1","Country","LTU","Lithuania","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2003","2003","IDX","Index","0","Units","2001_100","2001=100",98.4,,
"1","Country","LTU","Lithuania","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2004","2004","IDX","Index","0","Units","2001_100","2001=100",97.5,,
"1","Country","LTU","Lithuania","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2005","2005","IDX","Index","0","Units","2001_100","2001=100",96.2,,
"1","Country","LTU","Lithuania","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2006","2006","IDX","Index","0","Units","2001_100","2001=100",94.4,,
"1","Country","LTU","Lithuania","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2007","2007","IDX","Index","0","Units","2001_100","2001=100",93.2,,
"1","Country","LTU","Lithuania","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2008","2008","IDX","Index","0","Units","2001_100","2001=100",92.1,,
"1","Country","LTU","Lithuania","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2009","2009","IDX","Index","0","Units","2001_100","2001=100",91.3,,
"1","Country","LTU","Lithuania","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2010","2010","IDX","Index","0","Units","2001_100","2001=100",90.1,,
"1","Country","LTU","Lithuania","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2011","2011","IDX","Index","0","Units","2001_100","2001=100",87.5,,
"1","Country","LTU","Lithuania","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2012","2012","IDX","Index","0","Units","2001_100","2001=100",86.1,,
"1","Country","LTU","Lithuania","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2013","2013","IDX","Index","0","Units","2001_100","2001=100",85.2,,
"1","Country","LTU","Lithuania","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2014","2014","IDX","Index","0","Units","2001_100","2001=100",84.4,,
"1","Country","RUS","Russian Federation","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2001","2001","IDX","Index","0","Units","2001_100","2001=100",100,,
"1","Country","RUS","Russian Federation","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2002","2002","IDX","Index","0","Units","2001_100","2001=100",99.5,,
"1","Country","RUS","Russian Federation","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2003","2003","IDX","Index","0","Units","2001_100","2001=100",99.1,,
"1","Country","RUS","Russian Federation","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2004","2004","IDX","Index","0","Units","2001_100","2001=100",98.7,,
"1","Country","RUS","Russian Federation","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2005","2005","IDX","Index","0","Units","2001_100","2001=100",98.4,,
"1","Country","RUS","Russian Federation","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2006","2006","IDX","Index","0","Units","2001_100","2001=100",98,,
"1","Country","RUS","Russian Federation","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2007","2007","IDX","Index","0","Units","2001_100","2001=100",97.7,,
"1","Country","RUS","Russian Federation","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2008","2008","IDX","Index","0","Units","2001_100","2001=100",97.6,,
"1","Country","RUS","Russian Federation","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2009","2009","IDX","Index","0","Units","2001_100","2001=100",97.6,,
"1","Country","RUS","Russian Federation","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2010","2010","IDX","Index","0","Units","2001_100","2001=100",97.7,,
"1","Country","RUS","Russian Federation","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2011","2011","IDX","Index","0","Units","2001_100","2001=100",97.7,,
"1","Country","RUS","Russian Federation","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2012","2012","IDX","Index","0","Units","2001_100","2001=100",98,,
"1","Country","RUS","Russian Federation","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2013","2013","IDX","Index","0","Units","2001_100","2001=100",98.1,,
"1","Country","RUS","Russian Federation","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2014","2014","IDX","Index","0","Units","2001_100","2001=100",98.4,,
"1","Country","GRC","Greece","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2001","2001","IDX","Index","0","Units","2001_100","2001=100",100,,
"1","Country","GRC","Greece","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2002","2002","IDX","Index","0","Units","2001_100","2001=100",100.5,,
"1","Country","GRC","Greece","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2003","2003","IDX","Index","0","Units","2001_100","2001=100",100.7,,
"1","Country","GRC","Greece","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2004","2004","IDX","Index","0","Units","2001_100","2001=100",101,,
"1","Country","GRC","Greece","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2005","2005","IDX","Index","0","Units","2001_100","2001=100",101.2,,
"1","Country","GRC","Greece","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2006","2006","IDX","Index","0","Units","2001_100","2001=100",101.6,,
"1","Country","GRC","Greece","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2007","2007","IDX","Index","0","Units","2001_100","2001=100",101.8,,
"1","Country","GRC","Greece","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2008","2008","IDX","Index","0","Units","2001_100","2001=100",102.1,,
"1","Country","GRC","Greece","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2009","2009","IDX","Index","0","Units","2001_100","2001=100",102.4,,
"1","Country","GRC","Greece","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2010","2010","IDX","Index","0","Units","2001_100","2001=100",102.6,,
"1","Country","GRC","Greece","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2011","2011","IDX","Index","0","Units","2001_100","2001=100",102.7,,
"1","Country","GRC","Greece","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2012","2012","IDX","Index","0","Units","2001_100","2001=100",102.3,,
"1","Country","GRC","Greece","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2013","2013","IDX","Index","0","Units","2001_100","2001=100",101.5,,
"1","Country","GRC","Greece","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2014","2014","IDX","Index","0","Units","2001_100","2001=100",100.8,,
"1","Country","HUN","Hungary","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2001","2001","IDX","Index","0","Units","2001_100","2001=100",100,,
"1","Country","HUN","Hungary","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2002","2002","IDX","Index","0","Units","2001_100","2001=100",99.7,,
"1","Country","HUN","Hungary","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2003","2003","IDX","Index","0","Units","2001_100","2001=100",99.4,,
"1","Country","HUN","Hungary","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2004","2004","IDX","Index","0","Units","2001_100","2001=100",99.2,,
"1","Country","HUN","Hungary","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2005","2005","IDX","Index","0","Units","2001_100","2001=100",99,,
"1","Country","HUN","Hungary","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2006","2006","IDX","Index","0","Units","2001_100","2001=100",98.8,,
"1","Country","HUN","Hungary","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2007","2007","IDX","Index","0","Units","2001_100","2001=100",98.7,,
"1","Country","HUN","Hungary","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2008","2008","IDX","Index","0","Units","2001_100","2001=100",98.5,,
"1","Country","HUN","Hungary","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2009","2009","IDX","Index","0","Units","2001_100","2001=100",98.3,,
"1","Country","HUN","Hungary","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2010","2010","IDX","Index","0","Units","2001_100","2001=100",98.2,,
"1","Country","HUN","Hungary","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2011","2011","IDX","Index","0","Units","2001_100","2001=100",97.9,,
"1","Country","HUN","Hungary","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2012","2012","IDX","Index","0","Units","2001_100","2001=100",97.4,,
"1","Country","HUN","Hungary","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2013","2013","IDX","Index","0","Units","2001_100","2001=100",97.1,,
"1","Country","HUN","Hungary","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2014","2014","IDX","Index","0","Units","2001_100","2001=100",96.8,,
"1","Country","ISL","Iceland","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2001","2001","IDX","Index","0","Units","2001_100","2001=100",100,,
"1","Country","ISL","Iceland","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2002","2002","IDX","Index","0","Units","2001_100","2001=100",101.1,,
"1","Country","ISL","Iceland","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2003","2003","IDX","Index","0","Units","2001_100","2001=100",101.8,,
"1","Country","ISL","Iceland","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2004","2004","IDX","Index","0","Units","2001_100","2001=100",102.5,,
"1","Country","ISL","Iceland","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2005","2005","IDX","Index","0","Units","2001_100","2001=100",103.5,,
"1","Country","ISL","Iceland","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2006","2006","IDX","Index","0","Units","2001_100","2001=100",106,,
"1","Country","ISL","Iceland","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2007","2007","IDX","Index","0","Units","2001_100","2001=100",108.5,,
"1","Country","ISL","Iceland","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2008","2008","IDX","Index","0","Units","2001_100","2001=100",111.3,,
"1","Country","ISL","Iceland","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2009","2009","IDX","Index","0","Units","2001_100","2001=100",112.8,,
"1","Country","ISL","Iceland","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2010","2010","IDX","Index","0","Units","2001_100","2001=100",112.1,,
"1","Country","ISL","Iceland","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2011","2011","IDX","Index","0","Units","2001_100","2001=100",112.4,,
"1","Country","ISL","Iceland","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2012","2012","IDX","Index","0","Units","2001_100","2001=100",112.8,,
"1","Country","ISL","Iceland","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2013","2013","IDX","Index","0","Units","2001_100","2001=100",113.5,,
"1","Country","ISL","Iceland","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2014","2014","IDX","Index","0","Units","2001_100","2001=100",114.9,,
"1","Country","ISL","Iceland","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2015","2015","IDX","Index","0","Units","2001_100","2001=100",116.3,,
"1","Country","IRL","Ireland","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2001","2001","IDX","Index","0","Units","2001_100","2001=100",100,,
"1","Country","IRL","Ireland","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2002","2002","IDX","Index","0","Units","2001_100","2001=100",101.7,,
"1","Country","IRL","Ireland","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2003","2003","IDX","Index","0","Units","2001_100","2001=100",103.4,,
"1","Country","IRL","Ireland","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2004","2004","IDX","Index","0","Units","2001_100","2001=100",105.1,,
"1","Country","IRL","Ireland","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2005","2005","IDX","Index","0","Units","2001_100","2001=100",107.3,,
"1","Country","IRL","Ireland","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2006","2006","IDX","Index","0","Units","2001_100","2001=100",109.8,,
"1","Country","IRL","Ireland","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2007","2007","IDX","Index","0","Units","2001_100","2001=100",113.2,,
"1","Country","IRL","Ireland","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2008","2008","IDX","Index","0","Units","2001_100","2001=100",116.3,,
"1","Country","IRL","Ireland","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2009","2009","IDX","Index","0","Units","2001_100","2001=100",118,,
"1","Country","IRL","Ireland","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2010","2010","IDX","Index","0","Units","2001_100","2001=100",118.7,,
"1","Country","IRL","Ireland","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2011","2011","IDX","Index","0","Units","2001_100","2001=100",119.3,,
"1","Country","IRL","Ireland","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2012","2012","IDX","Index","0","Units","2001_100","2001=100",119.7,,
"1","Country","IRL","Ireland","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2013","2013","IDX","Index","0","Units","2001_100","2001=100",120.3,,
"1","Country","IRL","Ireland","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2014","2014","IDX","Index","0","Units","2001_100","2001=100",121,,
"1","Country","NLD","Netherlands","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2001","2001","IDX","Index","0","Units","2001_100","2001=100",100,,
"1","Country","NLD","Netherlands","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2002","2002","IDX","Index","0","Units","2001_100","2001=100",100.7,,
"1","Country","NLD","Netherlands","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2003","2003","IDX","Index","0","Units","2001_100","2001=100",101.3,,
"1","Country","NLD","Netherlands","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2004","2004","IDX","Index","0","Units","2001_100","2001=100",101.7,,
"1","Country","NLD","Netherlands","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2005","2005","IDX","Index","0","Units","2001_100","2001=100",102,,
"1","Country","NLD","Netherlands","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2006","2006","IDX","Index","0","Units","2001_100","2001=100",102.2,,
"1","Country","NLD","Netherlands","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2007","2007","IDX","Index","0","Units","2001_100","2001=100",102.3,,
"1","Country","NLD","Netherlands","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2008","2008","IDX","Index","0","Units","2001_100","2001=100",102.6,,
"1","Country","NLD","Netherlands","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2009","2009","IDX","Index","0","Units","2001_100","2001=100",103.1,,
"1","Country","NLD","Netherlands","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2010","2010","IDX","Index","0","Units","2001_100","2001=100",103.7,,
"1","Country","NLD","Netherlands","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2011","2011","IDX","Index","0","Units","2001_100","2001=100",104.2,,
"1","Country","NLD","Netherlands","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2012","2012","IDX","Index","0","Units","2001_100","2001=100",104.6,,
"1","Country","NLD","Netherlands","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2013","2013","IDX","Index","0","Units","2001_100","2001=100",105,,
"1","Country","NLD","Netherlands","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2014","2014","IDX","Index","0","Units","2001_100","2001=100",105.3,,
"1","Country","NZL","New Zealand","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2001","2001","IDX","Index","0","Units","2001_100","2001=100",100,,
"1","Country","NZL","New Zealand","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2002","2002","IDX","Index","0","Units","2001_100","2001=100",101.7,,
"1","Country","NZL","New Zealand","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2003","2003","IDX","Index","0","Units","2001_100","2001=100",103.8,,
"1","Country","NZL","New Zealand","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2004","2004","IDX","Index","0","Units","2001_100","2001=100",105.3,,
"1","Country","NZL","New Zealand","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2005","2005","IDX","Index","0","Units","2001_100","2001=100",106.5,,
"1","Country","NZL","New Zealand","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2006","2006","IDX","Index","0","Units","2001_100","2001=100",107.8,,
"1","Country","NZL","New Zealand","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2007","2007","IDX","Index","0","Units","2001_100","2001=100",108.8,,
"1","Country","NZL","New Zealand","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2008","2008","IDX","Index","0","Units","2001_100","2001=100",109.8,,
"1","Country","NZL","New Zealand","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2009","2009","IDX","Index","0","Units","2001_100","2001=100",110.9,,
"1","Country","NZL","New Zealand","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2010","2010","IDX","Index","0","Units","2001_100","2001=100",112.1,,
"1","Country","NZL","New Zealand","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2011","2011","IDX","Index","0","Units","2001_100","2001=100",113,,
"1","Country","NZL","New Zealand","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2012","2012","IDX","Index","0","Units","2001_100","2001=100",113.6,,
"1","Country","NZL","New Zealand","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2013","2013","IDX","Index","0","Units","2001_100","2001=100",114.5,,
"1","Country","NZL","New Zealand","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2014","2014","IDX","Index","0","Units","2001_100","2001=100",116.2,,
"1","Country","NOR","Norway","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2001","2001","IDX","Index","0","Units","2001_100","2001=100",100,,
"1","Country","NOR","Norway","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2002","2002","IDX","Index","0","Units","2001_100","2001=100",100.4,,
"1","Country","NOR","Norway","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2003","2003","IDX","Index","0","Units","2001_100","2001=100",101,,
"1","Country","NOR","Norway","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2004","2004","IDX","Index","0","Units","2001_100","2001=100",101.6,,
"1","Country","NOR","Norway","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2005","2005","IDX","Index","0","Units","2001_100","2001=100",102.3,,
"1","Country","NOR","Norway","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2006","2006","IDX","Index","0","Units","2001_100","2001=100",103,,
"1","Country","NOR","Norway","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2007","2007","IDX","Index","0","Units","2001_100","2001=100",103.9,,
"1","Country","NOR","Norway","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2008","2008","IDX","Index","0","Units","2001_100","2001=100",105.1,,
"1","Country","NOR","Norway","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2009","2009","IDX","Index","0","Units","2001_100","2001=100",106.5,,
"1","Country","NOR","Norway","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2010","2010","IDX","Index","0","Units","2001_100","2001=100",107.8,,
"1","Country","NOR","Norway","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2011","2011","IDX","Index","0","Units","2001_100","2001=100",109.3,,
"1","Country","NOR","Norway","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2012","2012","IDX","Index","0","Units","2001_100","2001=100",110.7,,
"1","Country","NOR","Norway","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2013","2013","IDX","Index","0","Units","2001_100","2001=100",112.1,,
"1","Country","NOR","Norway","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2014","2014","IDX","Index","0","Units","2001_100","2001=100",113.4,,
"1","Country","POL","Poland","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2001","2001","IDX","Index","0","Units","2001_100","2001=100",100,,
"1","Country","POL","Poland","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2002","2002","IDX","Index","0","Units","2001_100","2001=100",100,,
"1","Country","POL","Poland","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2003","2003","IDX","Index","0","Units","2001_100","2001=100",99.9,,
"1","Country","POL","Poland","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2004","2004","IDX","Index","0","Units","2001_100","2001=100",99.8,,
"1","Country","POL","Poland","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2005","2005","IDX","Index","0","Units","2001_100","2001=100",99.8,,
"1","Country","POL","Poland","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2006","2006","IDX","Index","0","Units","2001_100","2001=100",99.7,,
"1","Country","POL","Poland","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2007","2007","IDX","Index","0","Units","2001_100","2001=100",99.7,,
"1","Country","POL","Poland","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2008","2008","IDX","Index","0","Units","2001_100","2001=100",99.6,,
"1","Country","POL","Poland","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2009","2009","IDX","Index","0","Units","2001_100","2001=100",99.7,,
"1","Country","POL","Poland","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2010","2010","IDX","Index","0","Units","2001_100","2001=100",99.4,,
"1","Country","POL","Poland","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2011","2011","IDX","Index","0","Units","2001_100","2001=100",99.5,,
"1","Country","POL","Poland","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2012","2012","IDX","Index","0","Units","2001_100","2001=100",99.5,,
