"TL","Territory Level and Typology","REG_ID","Region","VAR","Indicator","SEX","Gender","POS","Position","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"1","Country","LTU","Lithuania","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2018","2018","RATIO","Ratio","0","Units",,,44.84,,
"1","Country","SVN","Slovenia","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2018","2018","RATIO","Ratio","0","Units",,,102.6,,
"1","Country","KOR","South Korea","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2016","2016","IDX","Index","0","Units","2001_100","2001=100",108.2,,
"1","Country","TUR","Turkey","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2016","2016","RATIO","Ratio","0","Units",,,102.73,,
"1","Country","EU28","European Union (28 countries)","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2016","2016","RATIO","Ratio","0","Units",,,117.37,,
"1","Country","ROU","Romania","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2018","2018","RATIO","Ratio","0","Units",,,83.37,,
"1","Country","TUN","Tunisia","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2008","2008","RATIO","Ratio","0","Units",,,66.76,,
"1","Country","CHL","Chile","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2015","2015","IDX","Index","0","Units","2001_100","2001=100",115.7,,
"1","Country","KOR","South Korea","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2017","2017","IDX","Index","0","Units","2001_100","2001=100",108.6,,
"1","Country","BRA","Brazil","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2015","2015","IDX","Index","0","Units","2001_100","2001=100",115.5,,
"1","Country","PER","Peru","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2014","2014","RATIO","Ratio","0","Units",,,23.98,,
"1","Country","RUS","Russian Federation","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2015","2015","RATIO","Ratio","0","Units",,,7.87,,
"1","Country","NZL","New Zealand","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2017","2017","RATIO","Ratio","0","Units",,,18.09,,
"1","Country","NZL","New Zealand","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2017","2017","IDX","Index","0","Units","2001_100","2001=100",123.5,,
"1","Country","CAN","Canada","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2015","2015","RATIO","Ratio","0","Units",,,3.98,,
"1","Country","CAN","Canada","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","AVG","National average","2017","2017","IDX","Index","0","Units","2001_100","2001=100",117.9,,
